id,label,text,clean_text,cl_data
3014,0,Egina youth's ge spoorthy sir nivu Devaru nimge ayyasu aarogya channagi kodli,Egina youths ge spoorthy sir nivu Devaru nimge ayyasu aarogya channagi kodli,"3,3,3,1,1,1,1,1,3,3,1,3,3,1,1,1,2,2,2,4,4,4,1,4,4,2,2,2,6,6,6,2,1,1,1,4,4,4,2,1,1,1,1,1,1,1,1,6,6,6,6,2,4,4,12,12,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,1,1,1,3"
3015,0,Thandage thakka maga mado kelsa hemmenda madi all the best,Thandage thakka maga mado kelsa hemmenda madi all the best,"1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,1,2,1,1,1,1,1,1,1,15,15,15,15,15,15,1,1,1,1,2,1,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,6,6,6,6,3,3"
3016,1,Kayakave kailasa sir,Kayakave kailasa sir,"1,2,1,2,1,2,1,1,1,10,10,10,10,10,10,10,10,2,2,2"
3017,0,ಸೋಮಣ್ಣ ಮಾಚಿಮಾಡ Super,ಸೋಮಣ್ಣ ಮಾಚಿಮಾಡ Super,"1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,6,6,6"
3018,0,ಅವರಪ್ಪ ದುಡ್ಡು ಕೂಡಿ ಹಾಕಿ ಹೋಗಬೇಕಾಗಿತ್ತು.,ಅವರಪ್ಪ ದುಡ್ಡು ಕೂಡಿ ಹಾಕಿ ಹೋಗಬೇಕಾಗಿತ್ತು,"1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1"
3019,0,Wish you happy life,Wish you happy life,"2,2,2,1,2,1,2,1,1,1,3,3,3,3,1,1,8,4,4"
3020,0,sir in Mamata kotigobba,sir in Mamata kotigobba,"27,27,27,27,27,1,1,1,2,1,1,1,5,5,5,5,5,15,15,15,3,3,27"
3021,0,Sir nanu driver kelsa madidininNevu acting maddanta Amar Akbar Antony cinema dallinReally great sir Nevu nanu tumba adrustavanta nimjote edadu,Sir nanu driver kelsa madidininNevu acting maddanta Amar Akbar Antony cinema dallinReally great sir Nevu nanu tumba adrustavanta nimjote edadu,"2,4,4,4,8,8,8,1,1,1,3,3,3,3,3,3,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,8,8,4,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,15,5,5,5,5,5,1,1,1,2,2,6,6,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,12,12,12,12,4,2,2,2,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,5,5,5,5,5,5,5,5,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,2"
3022,0,Super sir. real hero nivu. Nimminda Navu kuda kalthkolodede,Super sir real hero nivu Nimminda Navu kuda kalthkolodede,"3,3,6,6,6,6,2,2,2,2,2,1,2,1,1,1,2,2,1,4,4,4,2,1,1,1,1,1,2,1,2,1,1,1,1,8,8,4,4,2,2,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,3"
3023,0,ನಿಮಗೆ ಭಗವಂತನ ಅನುಗ್ರಹ ಅನವರತ ಇರಲಿ.n....nಇವತ್ತಿಗೂ ನಮ್ಮದು ಮೈಸೂರು ಸಂಸ್ಥಾನವೇ. ಮಹಾರಾಜರನ್ನು ಹೊರಗಿಟ್ಟು ಈ ಕಳ್ಳ ರಾಜಕಾರಣಿಗಳು ಮಾಡುವ ದಸರಾ ಮೆರವಣಿಗೆನೂ ಒಂದು ಮೆರವಣಿಗೆನೇ? ಯಾವತ್ತೂ ಸಾಧ್ಯವಿಲ್ಲ.... ಇನ್ನಾದರೂ ಎಚ್ಛೆತ್ತು ಕೊಳ್ಳಿ...,ನಿಮಗೆ ಭಗವಂತನ ಅನುಗ್ರಹ ಅನವರತ ಇರಲಿ n nಇವತ್ತಿಗೂ ನಮ್ಮದು ಮೈಸೂರು ಸಂಸ್ಥಾನವೇ ಮಹಾರಾಜರನ್ನು ಹೊರಗಿಟ್ಟು ಈ ಕಳ್ಳ ರಾಜಕಾರಣಿಗಳು ಮಾಡುವ ದಸರಾ ಮೆರವಣಿಗೆನೂ ಒಂದು ಮೆರವಣಿಗೆನೇ ಯಾವತ್ತೂ ಸಾಧ್ಯವಿಲ್ಲ ಇನ್ನಾದರೂ ಎಚ್ಛೆತ್ತು ಕೊಳ್ಳಿ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1"
3024,0,nan Film  or TV serial  producer agidre nimge patra create madi olle  sambhavne kottu act mado chance kodtidde,nan Film or TV serial producer agidre nimge patra create madi olle sambhavne kottu act mado chance kodtidde,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,4,4,2,4,4,2,2,4,4,1,1,1,1,1,1,3,3,1,1,1,4,4,2,2,1,1,1,2,2,1,1,1,3,3,3,12,4,4,4,2,4,4,1,1,1,1,3,3,1,1,1,3,3,3,3,1,1,1,2,1,1,1"
3025,0,Yelrgu valya insperation,Yelrgu valya insperation,"3,6,6,2,3,3,3,1,1,1,1,1,1,1,1,3,9,9,9,18,18,18,18,6"
3026,0,Nimage aa devaru olledu madali Appaji...nNimma matugalu keli nange 100% Dairya bantu appaji thank you for your inspiration,Nimage aa devaru olledu madali Appaji nNimma matugalu keli nange Dairya bantu appaji thank you for your inspiration,"1,4,4,4,1,1,1,3,3,1,1,9,9,9,9,3,3,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,1,1,1,1,1,1,2,1,1,1,6,6,6,6,3,3,3,3,1,1,5,5,5,5,5,15,15,15,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,3,3,3,3,1,3,3,18,18,18,18,18,18,18,1"
3027,0,Gud job  nim nirdharakke nimma kelasakke Namma gowrava namaskara. kanditha nimge olle role kodo buddi nirdeshakarige  haagu kannda industry ge barabeku...,Gud job nim nirdharakke nimma kelasakke Namma gowrava namaskara kanditha nimge olle role kodo buddi nirdeshakarige haagu kannda industry ge barabeku,"2,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,2,6,3,3,3,1,1,1,1,6,6,6,2,6,6,6,6,6,6,6,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,4,4,4,1,2,2,1,1,1,3,3,1,1,1,1,3,3,9,9,9,9,9,9,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,6,2,1,2,1,1,1,2,2,2,6,6,6,6,2"
3028,0,ಭಗವಂತ ನಿಮ್ಮನ್ನು  ಮತ್ತು ನಿಮ್ಮ ಕುಟುಂಬವನ್ನು ಸದಾಕಾಲ ಕಾಪಾಡಲಿ.... ಒಳ್ಳೆಯವರಿಗೆ ಒಳ್ಳೆಯದೇ ಆಗುತ್ತದೆ....,ಭಗವಂತ ನಿಮ್ಮನ್ನು ಮತ್ತು ನಿಮ್ಮ ಕುಟುಂಬವನ್ನು ಸದಾಕಾಲ ಕಾಪಾಡಲಿ ಒಳ್ಳೆಯವರಿಗೆ ಒಳ್ಳೆಯದೇ ಆಗುತ್ತದೆ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1"
3029,0,Obba nata driver ägiddaru adakkintha obba driver natarägiddàre annothe HEMME.,Obba nata driver giddaru adakkintha obba driver natargiddre annothe HEMME,"1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1,1,1,2,2,1,1,1,1,2,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1"
3030,0,Shankar Ashwath swabhimäni,Shankar Ashwath swabhimni,"4,1,1,1,3,3,3,1,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,4,4"
3031,0,Your father is a great actor.but industry nalli ollethankke bele kodalla.olle natarige sambavane kodalla.mohini maukha holuva parabasha Marina hakkondu movie dabba movie Madi,Your father is a great actor but industry nalli ollethankke bele kodalla olle natarige sambavane kodalla mohini maukha holuva parabasha Marina hakkondu movie dabba movie Madi,"1,1,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,12,12,12,12,4,2,4,4,4,20,20,5,5,5,5,5,1,1,3,3,6,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,5,5,5,1,1,1,2,8,8,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,9,9,9,9,9,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,1,1,1,6,6,3,3,3,3,1,1"
3032,0,Tande yante maga kooda swabhimaani mattu swavalambhi jeevana nadesuthiddare.hats off sir.,Tande yante maga kooda swabhimaani mattu swavalambhi jeevana nadesuthiddare hats off sir,"1,2,1,1,4,4,4,4,1,1,3,3,3,3,1,1,1,3,3,3,1,1,1,2,1,1,1,1,1,1,9,9,9,9,9,1,1,1,1,4,4,2,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,8,8,8,8,4,4,1,1,2,2,1,1,1,3,3,3,3,3,1,1,1,2,2,2"
3033,0,Sasthanga namaskaar guru nale,Sasthanga namaskaar guru nale,"4,4,2,8,8,8,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,4"
3034,0,Hats of Shankar Ashvath Sir.nimma e swabimaanada jeevana Sukakarawaagi Saagali.,Hats of Shankar Ashvath Sir nimma e swabimaanada jeevana Sukakarawaagi Saagali,"1,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,2,4,4,4,4,2,4,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,2,6,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,3,3,1,1"
3035,0,Kai kesaradare bai masaru supper ser,Kai kesaradare bai masaru supper ser,"12,12,12,12,6,3,3,0,0,0,0,0,0,0,0,4,4,4,4,8,8,8,8,2,4,4,2,4,4,4,4,4,4,2,12,12"
3036,0,Hats off to News channel .nಅದ್ಭುತವಾದ ವ್ಯಕ್ತಿಯನ್ನು ಪರಿಚಯಿಸಿದ್ದಕ್ಕೆ.,Hats off to News channel nಅದ್ಭುತವಾದ ವ್ಯಕ್ತಿಯನ್ನು ಪರಿಚಯಿಸಿದ್ದಕ್ಕೆ,"1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,12,12,12,12,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3037,0,tandhege takka maga,tandhege takka maga,"1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1"
3038,0,Noraru kooti suriyo Kannada Film industry entha kalavidara nu belasalu sadyavilave enta  nachike vishaya alva,Noraru kooti suriyo Kannada Film industry entha kalavidara nu belasalu sadyavilave enta nachike vishaya alva,"6,6,3,3,3,3,3,12,12,12,12,12,2,2,2,2,1,2,10,10,10,10,10,1,1,1,2,1,1,1,1,1,1,2,1,1,3,3,6,2,1,2,1,1,1,1,3,3,3,3,1,1,1,1,1,3,6,6,6,6,1,1,1,1,1,4,2,4,4,4,4,2,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,6,6"
3039,0,ನಿಮ್ಮ ಅನುಭವದ ಮಾತುಗಳು ನಮಗೆ  ದಾರಿದೀಪಗಳು,ನಿಮ್ಮ ಅನುಭವದ ಮಾತುಗಳು ನಮಗೆ ದಾರಿದೀಪಗಳು,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1"
3040,0,Hemme aagutte sir. Neevu nijakku great,Hemme aagutte sir Neevu nijakku great,"1,1,1,3,3,3,3,1,3,3,3,1,1,1,2,2,2,12,12,12,12,3,3,3,12,12,12,12,12,12,3,3,9,9,9,9,1"
3041,0,Tumba kushi aythu e video nodi..devru nimmanna chennage edli sir..,Tumba kushi aythu e video nodi devru nimmanna chennage edli sir,"12,12,12,12,12,12,12,12,3,3,3,1,3,3,6,6,3,3,3,3,1,1,1,1,1,2,1,2,1,1,1,1,4,4,2,1,1,1,1,1,5,5,5,1,1,1,2,4,1,1,1,1,1,1,1,3,3,1,1,1,2,2,2"
3042,0,ಅಂಥಹ ಮಹಾನ್ ಕಲಾವಿದರ ಮಗನಾಗಿ ಹುಟ್ಟಿದಿರಿ ನೀವು ಅದೃಷ್ಟ ವಂತ್ರೆ ನಿಮ್ಗೆ ಕಂಡಿತವಾಗ್ಲು ಒಳ್ಳೆದ ಆಗುತ್ತೆ ಆ ಶಿವ ಶಕ್ತಿ ನಿಮ್ಗೆ ಒಳ್ಳೆದು ಮಾಡ್ತಾರೆ ಧನ್ಯವಾದಗಳು ಓಂಶಕ್ತಿ,ಅಂಥಹ ಮಹಾನ್ ಕಲಾವಿದರ ಮಗನಾಗಿ ಹುಟ್ಟಿದಿರಿ ನೀವು ಅದೃಷ್ಟ ವಂತ್ರೆ ನಿಮ್ಗೆ ಕಂಡಿತವಾಗ್ಲು ಒಳ್ಳೆದ ಆಗುತ್ತೆ ಆ ಶಿವ ಶಕ್ತಿ ನಿಮ್ಗೆ ಒಳ್ಳೆದು ಮಾಡ್ತಾರೆ ಧನ್ಯವಾದಗಳು ಓಂಶಕ್ತಿ,"1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1"
3043,0,ತುಂಬಾ ಗತ್ತು ಇರುವ ಹಾಡು ಇದು.. ಒಂದೆರಡು ಸಲ ಕೇಳಿದ್ರೆ ಈ ಹಾಡಿಗೆ ಅಡಿಕ್ಷನ್ ಆಗೋದೇ.. ಒಂದ್ಸಲ ಕೇಳ್ಬೇಡಿ ಈ ಹಾಡು ಚೆನ್ನಾಗಿದೆ,ತುಂಬಾ ಗತ್ತು ಇರುವ ಹಾಡು ಇದು ಒಂದೆರಡು ಸಲ ಕೇಳಿದ್ರೆ ಈ ಹಾಡಿಗೆ ಅಡಿಕ್ಷನ್ ಆಗೋದೇ ಒಂದ್ಸಲ ಕೇಳ್ಬೇಡಿ ಈ ಹಾಡು ಚೆನ್ನಾಗಿದೆ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3044,0,ಹಾಡು ಅತ್ಯದ್ಭತವಾಗಿ ಬಂದಿದೆ.. ಸಾಹಿತ್ಯ ತುಂಬಾ ಗಟ್ಟಿಯಾಗಿ ಇದೆ..,ಹಾಡು ಅತ್ಯದ್ಭತವಾಗಿ ಬಂದಿದೆ ಸಾಹಿತ್ಯ ತುಂಬಾ ಗಟ್ಟಿಯಾಗಿ ಇದೆ,"1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3045,0,ಆಂಗ್ಲ ಭಾಷೆ ಬಳಸೋ ಕಾಲದಲ್ಲಿ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಸಾಹಿತ್ಯ ಬರೆದಿರುವ ಬರಹಗಾರರಿಗೆ ಕೋಟಿ ಕೋಟಿ ನಮನಗಳು,ಆಂಗ್ಲ ಭಾಷೆ ಬಳಸೋ ಕಾಲದಲ್ಲಿ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಸಾಹಿತ್ಯ ಬರೆದಿರುವ ಬರಹಗಾರರಿಗೆ ಕೋಟಿ ಕೋಟಿ ನಮನಗಳು,"1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2"
3046,0,RS haadugalella haagene bro,RS haadugalella haagene bro,"6,3,1,1,3,3,1,1,1,1,1,3,3,1,1,1,1,7,7,7,7,1,1,1,2,2,6"
3047,0,Hands up anno pada ide alva 🤔,Hands up anno pada ide alva,"1,1,1,3,3,3,3,3,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1"
3048,0,Karthiks Reddy ನಿಮ್ಮ ಉತ್ತರ ಆಂಗ್ಲ ಭಾಷೆಯಲ್ಲಿ ಇಲ್ವಾ ಅದೇ ಥರಾ,Karthiks Reddy ನಿಮ್ಮ ಉತ್ತರ ಆಂಗ್ಲ ಭಾಷೆಯಲ್ಲಿ ಇಲ್ವಾ ಅದೇ ಥರಾ,"1,17,17,17,17,17,17,17,17,17,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3049,0,En helde bro,En helde bro,"1,1,1,1,1,1,1,4,4,2,2,1"
3050,1,@Sujan Tejashands up ande kai ettu annadukka agutta,Sujan Tejashands up ande kai ettu annadukka agutta,"12,4,4,4,1,1,1,5,5,5,5,5,5,1,1,2,4,4,4,1,1,1,1,1,1,22,22,22,22,22,22,22,1,1,1,1,1,1,1,3,3,3,3,1,3,3,3,12,12,12"
3051,0,Hands up anta kottaddu yella language li onde title irli anta...yar opputtiri  illi like madi...,Hands up anta kottaddu yella language li onde title irli anta yar opputtiri illi like madi,"1,1,1,3,3,3,3,3,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,2,2,1,1,1,3,3,1,1,1,1,1,1,4,4,4,8,8,8,2,1,1,1,1,1,1,1,1,9,9,9,9,9,3,3,3,3,3,1,3,3,3,3,1,1,2,1,1,4,2,4,4,1,2,1,1"
3052,0,ನಿಮ್ಮ ಅನಿಸಿಕೆಗೆ ನನ್ನ ನಮನಗಳು,ನಿಮ್ಮ ಅನಿಸಿಕೆಗೆ ನನ್ನ ನಮನಗಳು,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2"
3053,1,Hands up Idu kannada antha ninge helidavatu yaru 🤣🤣🤣,Hands up Idu kannada antha ninge helidavatu yaru,"1,1,1,3,3,3,3,3,12,4,4,4,4,2,4,4,1,1,1,2,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,2,1"
3054,0,@P h Ahamad Bava ಅಣ್ಣ ಒಂದೆರಡು ಪದ ಬಿಟ್ಟು ಇನ್ನೂ ಉಳಿದ ಪದ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಇದೆ ಅಲ್ವಾ?,P h Ahamad Bava ಅಣ್ಣ ಒಂದೆರಡು ಪದ ಬಿಟ್ಟು ಇನ್ನೂ ಉಳಿದ ಪದ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಇದೆ ಅಲ್ವಾ,"1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1"
3055,1,Lowde song hesru en helu,Lowde song hesru en helu,"1,1,4,4,4,4,2,2,1,1,1,1,3,3,3,3,3,1,1,1,1,3,3,1"
3056,1,ಈ ಚಿತ್ರದಲ್ಲಿ ಯಾವ್ ರೇಂಜ್ ಗೆ ಗ್ರಾಫಿಕ್ಸ್ ಮಾಡಿದ್ದಾರೆ ಅಂತ ಮತ್ತೊಬ್ಬ vfx ಆರ್ಟಿಸ್ಟ್ ಗೆ ಗೊತ್ತಾಗೋದು,ಈ ಚಿತ್ರದಲ್ಲಿ ಯಾವ್ ರೇಂಜ್ ಗೆ ಗ್ರಾಫಿಕ್ಸ್ ಮಾಡಿದ್ದಾರೆ ಅಂತ ಮತ್ತೊಬ್ಬ vfx ಆರ್ಟಿಸ್ಟ್ ಗೆ ಗೊತ್ತಾಗೋದು,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2"
3057,1,@Nature  You tube ಕನ್ನಡದಲ್ಲಿ ಹೇಳಬೇಕೆಂದರೆ - ನೀನು ಕೊಳವೆ .....🤣🤣,Nature You tube ಕನ್ನಡದಲ್ಲಿ ಹೇಳಬೇಕೆಂದರೆ ನೀನು ಕೊಳವೆ,"1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2"
3058,0,ಇದರಲು ಅಂಗ್ಲ ಇದೆ,ಇದರಲು ಅಂಗ್ಲ ಇದೆ,"1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
